ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Year,Date,Month,Day,Hour,Weekday,Time_Duration(min)
A-512519,MapQuest,201.0,High,2019-12-25 17:32:03,2019-12-25 19:04:38,30.010061,-90.238922,,,0.0,Right lane blocked due to accident on I-10 Eastbound at LA-49 Williams Blvd.,,I-10 W,R,Kenner,Jefferson,LA,70062,US,US/Central,KMSY,2019-12-25 17:53:00,64.0,64.0,84.0,30.01,10.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-25,Dec,25,17,Wed,93.0
A-512520,MapQuest,201.0,Low,2019-12-25 02:45:03,2019-12-25 03:14:37,33.174229,-87.475052,,,0.0,Accident on I-20 Eastbound near Exit 76 US-11 Skyland Blvd.,,I-20 E,R,Tuscaloosa,Tuscaloosa,AL,35405,US,US/Central,KTCL,2019-12-25 02:53:00,49.0,49.0,83.0,29.85,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,2,Wed,30.0
A-512521,MapQuest,201.0,Low,2019-12-25 10:23:42,2019-12-25 11:09:32,33.165249,-87.547287,,,0.0,Right lane blocked due to accident on US-11 Skyland Blvd Northbound before Old Greensboro Rd.,738.0,Skyland Blvd,R,Tuscaloosa,Tuscaloosa,AL,35405-3931,US,US/Central,KTCL,2019-12-25 09:53:00,84.0,84.0,34.0,29.95,10.0,Variable,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,10,Wed,46.0
A-512522,MapQuest,241.0,Low,2019-12-25 11:22:24,2019-12-25 12:06:44,30.44714,-87.229065,,,0.0,Lane blocked due to accident on FL-295 at US-29 Palafox St.,2.0,W Fairfield Dr,R,Pensacola,Escambia,FL,32501,US,US/Central,KPNS,2019-12-25 10:53:00,67.0,67.0,63.0,29.94,10.0,East,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,11,Wed,44.0
A-512523,MapQuest,201.0,High,2019-12-25 18:38:06,2019-12-25 19:07:45,36.115826,-86.77379599999998,,,0.0,Lane blocked due to accident on I-440 Eastbound at Exit 5 I-65 Exit 80.,,Franklin Pike,R,Nashville,Davidson,TN,37204,US,US/Central,KBNA,2019-12-25 18:53:00,58.0,58.0,72.0,29.42,10.0,South,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,18,Wed,30.0
A-512524,MapQuest,201.0,High,2019-12-25 18:49:06,2019-12-25 20:11:08,36.10207,-86.765472,,,0.0,Lane blocked due to accident on I-65 Northbound at Exit 79 Armory Dr.,,I-65 S,R,Nashville,Davidson,TN,37204,US,US/Central,KBNA,2019-12-25 18:53:00,58.0,58.0,72.0,29.42,10.0,South,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,18,Wed,82.0
A-512525,MapQuest,201.0,High,2019-12-25 18:55:52,2019-12-25 20:21:03,36.039375,-86.782333,,,0.0,Lane blocked due to accident on I-65 Northbound at Exits 74A 74B TN-254 Old Hickory Blvd.,,I-65 N,R,Brentwood,Davidson,TN,37027,US,US/Central,KBNA,2019-12-25 18:53:00,58.0,58.0,72.0,29.42,10.0,South,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,18,Wed,85.0
A-512526,MapQuest,201.0,Low,2019-12-25 19:01:57,2019-12-25 19:31:30,32.75322,-86.88739,,,0.0,Right hand shoulder blocked due to accident on AL-22 Eastbound at CR-310.,6749.0,AL Highway 22,L,Maplesville,Chilton,AL,36750-3205,US,US/Central,KEET,2019-12-25 18:53:00,55.0,55.0,86.0,29.49,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,19,Wed,30.0
A-512527,MapQuest,201.0,High,2019-12-25 19:10:13,2019-12-25 20:43:19,35.91108300000001,-87.613075,,,0.0,Right lane blocked due to accident on I-40 Eastbound after Exit 152 TN-230.,,I-40 E,R,Mc Ewen,Hickman,TN,37101,US,US/Central,KCKV,2019-12-25 18:56:00,61.0,61.0,81.0,29.42,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,19,Wed,93.0
A-512528,MapQuest,201.0,High,2019-12-25 22:36:59,2019-12-25 23:20:48,33.52013,-86.816963,,,0.0,Right lane blocked due to accident on I-20 Westbound at US-31.,,AL-4 W,R,Birmingham,Jefferson,AL,35203,US,US/Central,KBHM,2019-12-25 22:53:00,57.0,57.0,64.0,29.44,10.0,East,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,22,Wed,44.0
A-512529,MapQuest,201.0,Low,2019-12-25 04:05:16,2019-12-25 05:04:14,32.19231,-86.117439,,,4.17999982834,Right hand shoulder blocked and right lane blocked due to accident on US-231 Troy Hwy Southbound from Aqui Ln to US-82.,,AL-6,R,Pike Road,Montgomery,AL,36064,US,US/Central,KMXF,2019-12-25 04:11:00,50.0,50.0,100.0,29.625999999999998,7.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,4,Wed,59.0
A-512530,MapQuest,241.0,High,2019-12-25 13:10:14,2019-12-25 14:09:18,32.040603999999995,-86.034203,,,0.0,One lane blocked due to accident on US-231 Troy Hwy Northbound at CR-28 Meriwether Trl.,24300.0,Troy Hwy,R,Grady,Montgomery,AL,36036,US,US/Central,KTOI,2019-12-25 12:53:00,71.0,71.0,51.0,29.64,10.0,SE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,59.0
A-512531,MapQuest,241.0,Low,2019-12-25 14:34:30,2019-12-25 16:06:09,34.231251,-86.49410999999998,,,0.0,Lane blocked due to accident on US-231 at Berry Rd.,81122.0,US Highway 231,R,Blountsville,Blount,AL,35031-6738,US,US/Central,K3A1,2019-12-25 14:53:00,66.0,66.0,60.0,29.38,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,14,Wed,92.0
A-512532,MapQuest,241.0,High,2019-12-25 14:39:26,2019-12-25 16:58:00,32.068649,-86.485619,,,0.0,Lane blocked due to accident on I-65 Southbound after Exit 151 AL-97.,,I-65 S,R,Letohatchee,Lowndes,AL,36047,US,US/Central,KMGM,2019-12-25 14:53:00,72.0,72.0,48.0,29.81,10.0,East,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,14,Wed,139.0
A-512533,MapQuest,241.0,Low,2019-12-25 17:27:08,2019-12-25 19:04:36,32.802822,-86.580803,,,0.0,Lane blocked due to accident on US-31 7th St Southbound at I-65 Exit 205.,,I-65 S,R,Clanton,Chilton,AL,35046,US,US/Central,KEET,2019-12-25 17:53:00,58.0,58.0,81.0,29.48,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,2019-12-25,Dec,25,17,Wed,97.0
A-512534,MapQuest,241.0,High,2019-12-25 17:38:38,2019-12-25 19:47:30,33.611805,-85.781563,,,0.0,Lane blocked due to accident on I-20 Westbound before Exit 188 US-431 Golden Springs Rd.,,I-20 W,R,Oxford,Calhoun,AL,36203,US,US/Central,KANB,2019-12-25 17:53:00,56.0,56.0,72.0,29.45,10.0,ENE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,2019-12-25,Dec,25,17,Wed,129.0
A-512535,MapQuest,201.0,High,2019-12-25 20:55:08,2019-12-25 22:46:59,32.655354,-86.499153,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-65 Southbound at County Rd 68.,,I-65 S,R,Deatsville,Autauga,AL,36022,US,US/Central,KMXF,2019-12-25 13:56:00,72.0,72.0,47.0,29.625999999999998,10.0,East,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,20,Wed,112.0
A-512536,MapQuest,201.0,High,2019-12-25 05:23:11,2019-12-25 06:00:00,32.479178999999995,-93.779533,,,0.0,Accident on I-20 Westbound after Exit 16A US-171 Hearne Ave.,,I-20 E,R,Shreveport,Caddo,LA,71103,US,US/Central,KDTN,2019-12-25 05:53:00,49.0,49.0,86.0,29.78,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,5,Wed,37.0
A-512537,MapQuest,201.0,Low,2019-12-25 00:48:54,2019-12-25 02:03:32,29.721464,-95.520325,,,0.0,Accident on Westpark Dr near Fondren Rd.,8798.0,Westpark Dr,R,Houston,Harris,TX,77063-5814,US,US/Central,KMCJ,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,0,Wed,75.0
A-512538,MapQuest,201.0,Low,2019-12-25 00:49:33,2019-12-25 01:49:20,29.64995,-95.216202,,,0.0,Accident on Edgebrook Dr near Pearl Hall Dr.,120.0,E Edgebrook Dr,L,Houston,Harris,TX,77034-1402,US,US/Central,KHOU,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,0,Wed,60.0
A-512539,MapQuest,201.0,Low,2019-12-25 01:08:08,2019-12-25 02:07:52,29.636955,-95.339394,,,0.0,Accident on Martin Luther King Jr Blvd at Selinsky Rd.,,Selinsky Rd,R,Houston,Harris,TX,77048,US,US/Central,KHOU,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,1,Wed,60.0
A-512540,MapQuest,201.0,Low,2019-12-25 01:08:35,2019-12-25 02:23:21,29.65325,-95.446587,,,0.0,Accident on Main St at Hiram Clarke Rd.,11999.0,Main St,R,Houston,Harris,TX,77035-6304,US,US/Central,KMCJ,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,1,Wed,75.0
A-512541,MapQuest,201.0,Low,2019-12-25 01:34:12,2019-12-25 02:03:15,29.814951,-95.374031,,,0.389999985695,Accident on exit ramp from I-610 Northbound to I-45 Northbound.,,North Loop E,R,Houston,Harris,TX,77022,US,US/Central,KMCJ,2019-12-25 01:53:00,54.0,54.0,83.0,29.9,10.0,West,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,1,Wed,29.0
A-512542,MapQuest,201.0,Low,2019-12-25 02:33:18,2019-12-25 03:17:59,29.747498,-95.53846,,,0.0,Accident on Briar Forest Dr at Gessner Rd.,,S Gessner Rd,R,Houston,Harris,TX,77063,US,US/Central,KMCJ,2019-12-25 02:53:00,51.0,51.0,92.0,29.92,7.0,West,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,2,Wed,45.0
A-512543,MapQuest,201.0,Low,2019-12-25 03:01:30,2019-12-25 04:32:58,29.747454,-95.586594,,,0.579999983311,Accident on Briar Forest Dr between Bentworth Dr and Kirkwood Dr.,,Briar Forest Dr,R,Houston,Harris,TX,77077,US,US/Central,KSGR,2019-12-25 02:53:00,49.0,49.0,97.0,29.88,3.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,3,Wed,91.0
A-512544,MapQuest,201.0,Low,2019-12-25 03:22:04,2019-12-25 04:36:42,29.569658,-95.168884,,,0.0,Accident on FM-2351 Clear Lake City Blvd at Gulf Fwy.,,I-45 S,R,Webster,Harris,TX,77598,US,US/Central,KEFD,2019-12-25 03:50:00,52.0,52.0,88.0,29.93,8.0,West,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,3,Wed,75.0
A-512545,MapQuest,201.0,High,2019-12-25 03:20:32,2019-12-25 03:49:39,29.695673,-95.299385,,,0.0,Right and center lane blocked and right hand shoulder blocked due to accident on I-610 Eastbound at Woodridge Dr.,,I-610 E,R,Houston,Harris,TX,77087,US,US/Central,KHOU,2019-12-25 02:53:00,51.0,51.0,92.0,29.92,7.0,West,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,3,Wed,29.0
A-512546,MapQuest,201.0,High,2019-12-25 03:45:44,2019-12-25 05:02:53,29.676029,-95.380898,,,0.0,Center lane blocked due to accident on I-610 Westbound after TX-288.,,South Loop W,R,Houston,Harris,TX,77021,US,US/Central,KMCJ,2019-12-25 03:53:00,51.0,51.0,92.0,29.92,7.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,3,Wed,77.0
A-512547,MapQuest,201.0,Low,2019-12-25 04:14:41,2019-12-25 05:14:21,29.82515,-95.365669,,,0.0,Accident on Helmers St near Wainwright St.,7198.0,Helmers St,R,Houston,Harris,TX,77022-4940,US,US/Central,KMCJ,2019-12-25 03:53:00,51.0,51.0,92.0,29.92,7.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,4,Wed,60.0
A-512548,MapQuest,201.0,High,2019-12-25 04:28:38,2019-12-25 04:57:28,29.783894,-95.339828,,,0.0,Right hand shoulder blocked and center lane blocked due to accident on I-69 Southbound near Quitman St.,,US-59 N,R,Houston,Harris,TX,77026,US,US/Central,KMCJ,2019-12-25 04:53:00,50.0,50.0,89.0,29.92,7.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,4,Wed,29.0
A-512549,MapQuest,201.0,Low,2019-12-25 05:01:09,2019-12-25 06:00:42,29.77606,-95.232162,,,0.0,Accident on Fleming Dr near John Ralston Rd.,11098.0,Fleming Dr,L,Houston,Harris,TX,77013-5517,US,US/Central,KHOU,2019-12-25 05:06:00,49.0,49.0,90.0,29.91,1.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,5,Wed,60.0
A-512550,MapQuest,201.0,Low,2019-12-25 05:40:25,2019-12-25 06:55:09,29.674633,-95.560425,,,0.0,Accident on Bissonnet St near TX-8-BELTWAY Sam Houston Pkwy.,,W Sam Houston Tollway S,R,Houston,Harris,TX,77099,US,US/Central,KSGR,2019-12-25 05:53:00,47.0,47.0,100.0,29.87,4.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,5,Wed,75.0
A-512551,MapQuest,201.0,Low,2019-12-25 05:50:22,2019-12-25 07:05:06,29.612095,-95.223015,,,0.0,Accident on Fuqua St near Sabo Rd.,10901.0,Sabo Rd,L,Houston,Harris,TX,77089-2509,US,US/Central,KEFD,2019-12-25 05:50:00,48.0,48.0,93.0,29.92,6.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,5,Wed,75.0
A-512552,MapQuest,201.0,High,2019-12-25 06:50:37,2019-12-25 07:34:47,29.76536,-95.348106,,,1.14999997616,Exit ramp from I-69 Northbound to I-10 Eastbound lane blocked due to accident.,,I-69 N,R,Houston,Harris,TX,77003,US,US/Central,KMCJ,2019-12-25 06:53:00,50.0,50.0,89.0,29.92,5.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-25,Dec,25,6,Wed,44.0
A-512553,MapQuest,201.0,Low,2019-12-25 07:18:37,2019-12-25 08:48:21,29.747574,-95.557854,,,0.0,Accident on TX-8-BELTWAY Sam Houston Pkwy at Briar Forest Dr.,,W Sam Houston Tollway S,R,Houston,Harris,TX,77042,US,US/Central,KMCJ,2019-12-25 06:53:00,50.0,50.0,89.0,29.92,5.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,7,Wed,90.0
A-512554,MapQuest,201.0,Low,2019-12-25 15:03:45,2019-12-25 17:01:04,30.637472,-95.508522,,,0.0,Accident on I-45 Northbound in New Waverly.,,I-45 N,R,Huntsville,Walker,TX,77340,US,US/Central,KUTS,2019-12-25 14:53:00,71.0,71.0,53.0,29.53,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,15,Wed,117.0
A-512555,MapQuest,201.0,Low,2019-12-25 17:16:02,2019-12-25 18:33:35,29.864527,-95.332802,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-69 Southbound at Jensen Dr.,,I-69 N,R,Houston,Harris,TX,77093,US,US/Central,KIAH,2019-12-25 16:53:00,68.0,68.0,65.0,29.81,10.0,ESE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,17,Wed,78.0
A-512556,MapQuest,201.0,Low,2019-12-25 18:07:05,2019-12-25 19:09:43,29.998915000000004,-95.768852,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on TX-99-TOLL Grand Pkwy Northbound at US-290.,,Northwest Fwy W,R,Cypress,Harris,TX,77433,US,US/Central,KTME,2019-12-25 18:15:00,64.0,64.0,68.0,29.78,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,2019-12-25,Dec,25,18,Wed,63.0
A-512557,MapQuest,201.0,Low,2019-12-25 18:25:17,2019-12-25 18:54:58,29.8437,-95.473312,,,1.14999997616,Accident on Antoine Dr both ways between Tidwell Rd and Birchmont Dr.,5421.0,Antoine Dr,R,Houston,Harris,TX,77091-4911,US,US/Central,KMCJ,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,18,Wed,30.0
A-512558,MapQuest,201.0,Low,2019-12-25 18:39:02,2019-12-25 19:08:46,29.707161,-95.500954,,,0.0,Accident on De Moss Dr at Tarnef Dr.,6702.0,Tarnef Dr,R,Houston,Harris,TX,77074-4914,US,US/Central,KMCJ,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,18,Wed,30.0
A-512559,MapQuest,201.0,High,2019-12-25 18:52:00,2019-12-25 19:51:36,29.743658,-95.363037,,,0.0,Two lane blocked and right hand shoulder blocked due to accident on I-45 Southbound at Exit 46B TX-288.,,Gray St,R,Houston,Harris,TX,77003,US,US/Central,KMCJ,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,18,Wed,60.0
A-512560,MapQuest,201.0,High,2019-12-25 19:12:23,2019-12-25 21:19:46,29.685923,-95.277824,,,0.0,3 Frontage Road lane blocked due to accident on I-45 Southbound at Broadway St.,,Gulf Fwy,R,Houston,Harris,TX,77017,US,US/Central,KHOU,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,19,Wed,127.0
A-512561,MapQuest,201.0,Low,2019-12-25 19:45:49,2019-12-25 22:10:40,29.612801,-95.493378,,,0.0,Right hand shoulder blocked due to accident on TX-8-BELTWAY Sam Houston Pkwy Westbound at Hillcroft Ave.,,Hillcroft Ave,R,Houston,Harris,TX,77085,US,US/Central,KAXH,2019-12-25 19:55:00,57.0,57.0,99.0,29.92,7.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,19,Wed,145.0
A-512562,MapQuest,201.0,High,2019-12-25 20:26:18,2019-12-25 22:02:31,29.785009,-95.60643,,,0.0,2 Frontage Road lane blocked due to accident on I-10 Westbound at Dairy Ashford Rd.,2.0,Dairy Ashford Rd,R,Houston,Harris,TX,77079,US,US/Central,KSGR,2019-12-25 20:53:00,60.0,60.0,93.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,20,Wed,96.0
A-512563,MapQuest,201.0,Low,2019-12-25 20:41:05,2019-12-25 21:43:50,29.814087,-95.45929,,,0.0,Accident on Sherwood Ln at Mangum Rd.,,Mangum Rd,R,Houston,Harris,TX,77092,US,US/Central,KMCJ,2019-12-25 20:53:00,59.0,59.0,90.0,29.94,7.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,20,Wed,63.0
A-512564,MapQuest,201.0,High,2019-12-25 22:12:39,2019-12-25 23:33:41,29.69763,-95.288788,,,0.0,Right and center lane blocked and right hand shoulder blocked due to accident on I-45 Gulf Fwy Southbound at I-610.,,I-45 N,R,Houston,Harris,TX,77087,US,US/Central,KHOU,2019-12-25 21:53:00,57.0,57.0,93.0,29.95,4.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,22,Wed,81.0
A-512565,MapQuest,201.0,Low,2019-12-25 22:46:18,2019-12-25 23:31:06,29.870831,-95.417374,,,0.0,Accident on Victory Dr at Lawn St.,799.0,N Victory Dr,L,Houston,Harris,TX,77088,US,US/Central,KIAH,2019-12-25 22:53:00,58.0,58.0,93.0,29.89,4.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,22,Wed,45.0
A-512566,MapQuest,201.0,High,2019-12-25 07:10:53,2019-12-25 08:40:45,37.602924,-113.16153,,,0.0,Right lane blocked due to accident on I-15 Northbound at 4000.,,I-15 S,R,Cedar City,Iron,UT,84720,US,US/Mountain,KCDC,2019-12-25 06:53:00,28.0,20.0,96.0,24.19,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,2019-12-25,Dec,25,7,Wed,90.0
A-512567,MapQuest,201.0,High,2019-12-25 20:49:59,2019-12-25 21:34:35,37.48232700000001,-113.220795,,,0.0,Accident on I-15 Northbound at Exit 42 Highway 144.,,I-15 S,R,New Harmony,Iron,UT,84757,US,US/Mountain,KCDC,2019-12-25 20:53:00,28.0,23.0,100.0,24.28,10.0,West,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,20,Wed,45.0
A-512568,MapQuest,245.0,Low,2019-12-25 12:25:08,2019-12-25 14:11:22,39.6604,-104.998497,,,0.0,Two lanes blocked due to accident on US-85 Santa Fe Dr Northbound at Dartmouth Ave.,,W Dartmouth Ave,R,Englewood,Arapahoe,CO,80110,US,US/Mountain,KAPA,2019-12-25 12:53:00,54.0,54.0,21.0,23.83,10.0,WSW,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,12,Wed,106.0
A-512569,MapQuest,201.0,High,2019-12-25 00:38:30,2019-12-25 01:37:51,40.211411,-111.661301,,,1.95000004768,Entry ramp to I-15 Northbound from S University Ave Southbound shoulder blocked due to accident.,,I-15 N,R,Provo,Utah,UT,84601,US,US/Mountain,KPVU,2019-12-25 00:56:00,35.0,29.0,96.0,25.18,10.0,NW,7.0,0.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,0,Wed,59.0
A-512570,MapQuest,201.0,High,2019-12-25 03:06:46,2019-12-25 04:06:10,40.233124,-111.683212,,,0.0,Right hand shoulder blocked due to accident on I-15 Southbound after UT-114 Center St.,,W Center St,R,Provo,Utah,UT,84601,US,US/Mountain,KPVU,2019-12-25 02:56:00,32.0,26.0,96.0,25.2,1.0,SE,6.0,0.04,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,3,Wed,59.0
A-512571,MapQuest,201.0,High,2019-12-25 15:38:00,2019-12-25 17:22:42,40.587475,-111.900688,,,0.0,HOV lane blocked due to accident on I-15 Northbound at Exit 295 UT-209 9000.,,I-15 S,R,Sandy,Salt Lake,UT,84070,US,US/Mountain,KU42,2019-12-25 15:54:00,38.0,32.0,76.0,25.54,10.0,WSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,15,Wed,105.0
A-512572,MapQuest,201.0,High,2019-12-25 17:00:41,2019-12-25 17:42:53,40.627884,-111.904427,,,0.0,2 left lane blocked due to accident on I-215 Southbound at Exit 12 I-15 Exits 297 298.,,I-15 S,R,Midvale,Salt Lake,UT,84047,US,US/Mountain,KU42,2019-12-25 16:54:00,35.0,30.0,92.0,25.56,1.0,WSW,6.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,17,Wed,42.0
